c_dilute,aster,sem_ast,mean_L,sem_L
2.0,0.11756571073906125,0.0014135118230281765,11.112175028467641,0.6228410433533061
4.0,0.2826841176417549,0.01746694884373988,11.211835397601837,0.5307150648256741
6.0,0.40986396865136304,0.014128899010499608,12.741988575433757,0.32662254484725534
8.0,0.5033510731399146,0.03246144530804125,14.016354102211873,0.23831688243713872
10.0,0.5143895436934341,0.008023969892541808,15.317775697843478,0.34199897820713304
13.0,0.5898325938306174,0.02481304161448127,17.122562278811625,0.1701686388414241
16.0,0.6869457549907455,0.017278710326034095,18.83710060688479,0.30466650476582374
20.0,0.7220836717809025,0.021588119224950127,21.15039528076197,0.22607884849851687
